alphabet,id,han_num,chinese_name,pinyin_initial
S,soul_soil,3,灵魂土,L
S,soul_torch,4,灵魂火把,L
S,spectral_arrow,3,光灵箭,G
S,spider_eye,3,蜘蛛眼,Z
S,spire_armor_trim_smithing_template,4,锻造模板,D
S,splash_potion,4,喷溅药水,P
S,sponge,2,海绵,H
S,spore_blossom,3,孢子花,B
S,spruce_boat,4,云杉木船,Y
S,spruce_button,5,云杉木按钮,Y
S,spruce_chest_boat,6,云杉木运输船,Y
S,spruce_door,4,云杉木门,Y
S,spruce_fence,5,云杉木栅栏,Y
S,spruce_fence_gate,6,云杉木栅栏门,Y
S,spruce_hanging_sign,9,悬挂式云杉木告示牌,X
S,spruce_leaves,4,云杉树叶,Y
S,spruce_log,4,云杉原木,Y
S,spruce_planks,4,云杉木板,Y
S,spruce_pressure_plate,6,云杉木压力板,Y
S,spruce_sapling,4,云杉树苗,Y
S,spruce_shelf,6,云杉木展示架,Y
S,spruce_sign,6,云杉木告示牌,Y
S,spruce_slab,5,云杉木台阶,Y
S,spruce_stairs,5,云杉木楼梯,Y
S,spruce_trapdoor,6,云杉木活板门,Y
S,spruce_wood,3,云杉木,Y
S,spyglass,3,望远镜,W
S,stick,2,木棍,M
S,sticky_piston,4,黏性活塞,N
S,stone,2,石头,S
S,stone_axe,2,石斧,S
S,stone_brick_slab,4,石砖台阶,S
S,stone_brick_stairs,4,石砖楼梯,S
S,stone_brick_wall,3,石砖墙,S
S,stone_bricks,2,石砖,S
S,stone_button,4,石头按钮,S
S,stone_hoe,2,石锄,S
S,stone_pickaxe,2,石镐,S
S,stone_pressure_plate,5,石头压力板,S
S,stone_shovel,2,石锹,S
S,stone_slab,4,石头台阶,S
S,stone_spear,2,石矛,S
S,stone_stairs,4,石头楼梯,S
S,stone_sword,2,石剑,S
S,stonecutter,3,切石机,Q
S,straw_bed,3,麦秆床,M
S,string,1,线,X
S,stripped_acacia_log,7,去皮金合欢原木,Q
S,stripped_acacia_wood,6,去皮金合欢木,Q
S,stripped_bamboo_block,4,去皮竹块,Q
S,stripped_birch_log,6,去皮白桦原木,Q
S,stripped_birch_wood,5,去皮白桦木,Q
S,stripped_cherry_log,6,去皮樱花原木,Q
S,stripped_cherry_wood,5,去皮樱花木,Q
S,stripped_crimson_hyphae,6,去皮绯红菌核,Q
S,stripped_crimson_stem,6,去皮绯红菌柄,Q
S,stripped_dark_oak_log,8,去皮深色橡木原木,Q
S,stripped_dark_oak_wood,6,去皮深色橡木,Q
S,stripped_jungle_log,6,去皮丛林原木,Q
S,stripped_jungle_wood,5,去皮丛林木,Q
S,stripped_mangrove_log,6,去皮红树原木,Q
S,stripped_mangrove_wood,5,去皮红树木,Q
S,stripped_oak_log,6,去皮橡木原木,Q
S,stripped_oak_wood,4,去皮橡木,Q
S,stripped_pale_oak_log,8,去皮苍白橡木原木,Q
S,stripped_pale_oak_wood,6,去皮苍白橡木,Q
S,stripped_poplar_log,6,去皮杨木原木,Q
S,stripped_poplar_wood,4,去皮杨木,Q
S,stripped_spruce_log,6,去皮云杉原木,Q
S,stripped_spruce_wood,5,去皮云杉木,Q
S,stripped_warped_hyphae,6,去皮诡异菌核,Q
S,stripped_warped_stem,6,去皮诡异菌柄,Q
S,sugar,1,糖,T
S,sugar_cane,2,甘蔗,G
S,sulfur,2,硫黄,L
S,sulfur_brick_slab,5,硫黄砖台阶,L
S,sulfur_brick_stairs,5,硫黄砖楼梯,L
S,sulfur_brick_wall,4,硫黄砖墙,L
S,sulfur_bricks,3,硫黄砖,L
S,sulfur_cube_spawn_egg,6,硫方怪刷怪蛋,L
S,sulfur_slab,4,硫黄台阶,L
S,sulfur_spike,4,硫黄尖锥,L
S,sulfur_stairs,4,硫黄楼梯,L
S,sulfur_wall,3,硫黄墙,L
S,sunflower,3,向日葵,X
S,suspicious_gravel,5,可疑的沙砾,K
S,suspicious_sand,5,可疑的沙子,K
S,suspicious_stew,4,谜之炖菜,M
S,swamp_explorer_map,7,沼泽探险家地图,Z
S,sweet_berries,3,甜浆果,T
T,tadpole_bucket,3,蝌蚪桶,K
T,taiga_village_map,7,针叶林村庄地图,Z
T,tall_dry_grass,4,高枯草丛,G
T,tall_grass,3,高草丛,G
T,target,2,标靶,B
T,terracotta,2,陶瓦,T
T,tide_armor_trim_smithing_template,4,锻造模板,D
T,tinted_glass,4,遮光玻璃,Z
T,tipped_arrow,2,药箭,Y
T,tnt,3,TNT,T
T,tnt_minecart,5,TNT矿车,T
T,torch,2,火把,H
T,torchflower,3,火把花,H
T,torchflower_seeds,5,火把花种子,H
T,totem_of_undying,4,不死图腾,B
T,trapped_chest,3,陷阱箱,X
T,trial_explorer_map,7,试炼探险家地图,S
T,trial_key,4,试炼钥匙,S
T,trident,3,三叉戟,S
T,tripwire_hook,3,绊线钩,B
T,tropical_fish,3,热带鱼,R
T,tropical_fish_bucket,4,热带鱼桶,R
T,tube_coral,3,管珊瑚,G
T,tube_coral_block,4,管珊瑚块,G
T,tube_coral_fan,4,管珊瑚扇,G
T,tuff,3,凝灰岩,N
T,tuff_brick_slab,6,凝灰岩砖台阶,N
T,tuff_brick_stairs,6,凝灰岩砖楼梯,N
T,tuff_brick_wall,5,凝灰岩砖墙,N
T,tuff_bricks,4,凝灰岩砖,N
T,tuff_slab,5,凝灰岩台阶,N
T,tuff_stairs,5,凝灰岩楼梯,N
T,tuff_wall,4,凝灰岩墙,N
T,turtle_egg,3,海龟蛋,H
T,turtle_helmet,3,海龟壳,H
T,turtle_scute,4,海龟鳞甲,H
T,twisting_vines,3,缠怨藤,C
V,verdant_froglight,5,青翠蛙明灯,Q
V,vex_armor_trim_smithing_template,4,锻造模板,D
V,vine,2,藤蔓,T
W,ward_armor_trim_smithing_template,4,锻造模板,D
W,warm_ocean_ruins_map,8,暖水海底废墟地图,N
W,warped_button,5,诡异木按钮,G
W,warped_door,4,诡异木门,G
W,warped_fence,5,诡异木栅栏,G
W,warped_fence_gate,6,诡异木栅栏门,G
W,warped_fungus,3,诡异菌,G
W,warped_fungus_on_a_stick,5,诡异菌钓竿,G
W,warped_hanging_sign,9,悬挂式诡异木告示牌,X
W,warped_hyphae,4,诡异菌核,G
W,warped_nylium,4,诡异菌岩,G
W,warped_planks,4,诡异木板,G
W,warped_pressure_plate,6,诡异木压力板,G
W,warped_roots,4,诡异菌索,G
W,warped_shelf,6,诡异木展示架,G
W,warped_sign,6,诡异木告示牌,G
W,warped_slab,5,诡异木台阶,G
W,warped_stairs,5,诡异木楼梯,G
W,warped_stem,4,诡异菌柄,G
W,warped_trapdoor,6,诡异木活板门,G
W,warped_wart_block,4,诡异疣块,G
W,water_bucket,2,水桶,S
W,waxed_chiseled_copper,7,涂蜡的雕纹铜块,T
W,waxed_copper_bars,6,涂蜡的铜栏杆,T
W,waxed_copper_block,5,涂蜡的铜块,T
W,waxed_copper_bulb,5,涂蜡的铜灯,T
W,waxed_copper_chain,5,涂蜡的铜链,T
W,waxed_copper_chest,6,涂蜡的铜箱子,T
W,waxed_copper_door,5,涂蜡的铜门,T
W,waxed_copper_golem_statue,7,涂蜡的铜傀儡像,T
W,waxed_copper_grate,6,涂蜡的铜格栅,T
W,waxed_copper_lantern,6,涂蜡的铜灯笼,T
W,waxed_copper_trapdoor,7,涂蜡的铜活板门,T
W,waxed_cut_copper,7,涂蜡的切制铜块,T
W,waxed_cut_copper_slab,8,涂蜡的切制铜台阶,T
W,waxed_cut_copper_stairs,8,涂蜡的切制铜楼梯,T
W,waxed_exposed_chiseled_copper,9,涂蜡的斑驳雕纹铜块,T
W,waxed_exposed_copper,7,涂蜡的斑驳铜块,T
W,waxed_exposed_copper_bars,8,涂蜡的斑驳铜栏杆,T
W,waxed_exposed_copper_bulb,7,涂蜡的斑驳铜灯,T
W,waxed_exposed_copper_chain,7,涂蜡的斑驳铜链,T
W,waxed_exposed_copper_chest,8,涂蜡的斑驳铜箱子,T
W,waxed_exposed_copper_door,7,涂蜡的斑驳铜门,T
W,waxed_exposed_copper_golem_statue,9,涂蜡的斑驳铜傀儡像,T
W,waxed_exposed_copper_grate,8,涂蜡的斑驳铜格栅,T
W,waxed_exposed_copper_lantern,8,涂蜡的斑驳铜灯笼,T
W,waxed_exposed_copper_trapdoor,9,涂蜡的斑驳铜活板门,T
W,waxed_exposed_cut_copper,9,涂蜡的斑驳切制铜块,T
W,waxed_exposed_cut_copper_slab,10,涂蜡的斑驳切制铜台阶,T
W,waxed_exposed_cut_copper_stairs,10,涂蜡的斑驳切制铜楼梯,T
W,waxed_exposed_lightning_rod,8,涂蜡的斑驳避雷针,T
W,waxed_lightning_rod,6,涂蜡的避雷针,T
W,waxed_oxidized_chiseled_copper,9,涂蜡的氧化雕纹铜块,T
W,waxed_oxidized_copper,7,涂蜡的氧化铜块,T
W,waxed_oxidized_copper_bars,8,涂蜡的氧化铜栏杆,T
W,waxed_oxidized_copper_bulb,7,涂蜡的氧化铜灯,T
W,waxed_oxidized_copper_chain,7,涂蜡的氧化铜链,T
W,waxed_oxidized_copper_chest,8,涂蜡的氧化铜箱子,T
W,waxed_oxidized_copper_door,7,涂蜡的氧化铜门,T
W,waxed_oxidized_copper_golem_statue,9,涂蜡的氧化铜傀儡像,T
W,waxed_oxidized_copper_grate,8,涂蜡的氧化铜格栅,T
W,waxed_oxidized_copper_lantern,8,涂蜡的氧化铜灯笼,T
W,waxed_oxidized_copper_trapdoor,9,涂蜡的氧化铜活板门,T
W,waxed_oxidized_cut_copper,9,涂蜡的氧化切制铜块,T
W,waxed_oxidized_cut_copper_slab,10,涂蜡的氧化切制铜台阶,T
W,waxed_oxidized_cut_copper_stairs,10,涂蜡的氧化切制铜楼梯,T
W,waxed_oxidized_lightning_rod,8,涂蜡的氧化避雷针,T
W,waxed_weathered_chiseled_copper,9,涂蜡的锈蚀雕纹铜块,T
W,waxed_weathered_copper,7,涂蜡的锈蚀铜块,T
W,waxed_weathered_copper_bars,8,涂蜡的锈蚀铜栏杆,T
W,waxed_weathered_copper_bulb,7,涂蜡的锈蚀铜灯,T
W,waxed_weathered_copper_chain,7,涂蜡的锈蚀铜链,T
W,waxed_weathered_copper_chest,8,涂蜡的锈蚀铜箱子,T
W,waxed_weathered_copper_door,7,涂蜡的锈蚀铜门,T
W,waxed_weathered_copper_golem_statue,9,涂蜡的锈蚀铜傀儡像,T
W,waxed_weathered_copper_grate,8,涂蜡的锈蚀铜格栅,T
W,waxed_weathered_copper_lantern,8,涂蜡的锈蚀铜灯笼,T
W,waxed_weathered_copper_trapdoor,9,涂蜡的锈蚀铜活板门,T
W,waxed_weathered_cut_copper,9,涂蜡的锈蚀切制铜块,T
W,waxed_weathered_cut_copper_slab,10,涂蜡的锈蚀切制铜台阶,T
W,waxed_weathered_cut_copper_stairs,10,涂蜡的锈蚀切制铜楼梯,T
W,waxed_weathered_lightning_rod,8,涂蜡的锈蚀避雷针,T
W,wayfinder_armor_trim_smithing_template,4,锻造模板,D
W,weathered_chiseled_copper,7,锈蚀的雕纹铜块,X
W,weathered_copper,5,锈蚀的铜块,X
W,weathered_copper_bars,6,锈蚀的铜栏杆,X
W,weathered_copper_bulb,5,锈蚀的铜灯,X
W,weathered_copper_chain,5,锈蚀的铜链,X
W,weathered_copper_chest,6,锈蚀的铜箱子,X
W,weathered_copper_door,5,锈蚀的铜门,X
W,weathered_copper_golem_statue,7,锈蚀的铜傀儡像,X
W,weathered_copper_grate,6,锈蚀的铜格栅,X
W,weathered_copper_lantern,6,锈蚀的铜灯笼,X
W,weathered_copper_trapdoor,7,锈蚀的铜活板门,X
W,weathered_cut_copper,7,锈蚀的切制铜块,X
W,weathered_cut_copper_slab,8,锈蚀的切制铜台阶,X
W,weathered_cut_copper_stairs,8,锈蚀的切制铜楼梯,X
W,weathered_lightning_rod,6,锈蚀的避雷针,X
W,weeping_vines,3,垂泪藤,C
W,wet_sponge,3,湿海绵,S
W,wheat,2,小麦,X
W,wheat_seeds,4,小麦种子,X
W,white_banner,4,白色旗帜,B
W,white_bed,3,白色床,B
W,white_bundle,5,白色收纳袋,B
W,white_candle,4,白色蜡烛,B
W,white_carpet,4,白色地毯,B
W,white_concrete,5,白色混凝土,B
W,white_concrete_powder,7,白色混凝土粉末,B
W,white_concrete_slab,7,白色混凝土台阶,B
W,white_concrete_stairs,7,白色混凝土楼梯,B
W,white_cushion,4,白色坐垫,B
W,white_dye,4,白色染料,B
W,white_glazed_terracotta,6,白色带釉陶瓦,B
W,white_harness,4,白色挽具,B
W,white_shulker_box,5,白色潜影盒,B
W,white_stained_glass,6,白色染色玻璃,B
W,white_stained_glass_pane,7,白色染色玻璃板,B
W,white_terracotta,4,白色陶瓦,B
W,white_tulip,5,白色郁金香,B
W,white_wool,4,白色羊毛,B
W,white_wool_slab,6,白色羊毛台阶,B
W,white_wool_stairs,6,白色羊毛楼梯,B
W,wild_armor_trim_smithing_template,4,锻造模板,D
W,wildflowers,3,野花簇,Y
W,wind_charge,2,风弹,F
W,wither_rose,4,凋灵玫瑰,D
W,wither_skeleton_skull,6,凋灵骷髅头颅,D
W,wolf_armor,2,狼铠,L
W,wooden_axe,2,木斧,M
W,wooden_hoe,2,木锄,M
W,wooden_pickaxe,2,木镐,M
W,wooden_shovel,2,木锹,M
W,wooden_spear,2,木矛,M
W,wooden_sword,2,木剑,M
W,woodland_explorer_map,7,林地探险家地图,L
W,writable_book,3,书与笔,S
W,written_book,2,成书,C
Y,yellow_banner,4,黄色旗帜,H
Y,yellow_bed,3,黄色床,H
Y,yellow_bundle,5,黄色收纳袋,H
Y,yellow_candle,4,黄色蜡烛,H
Y,yellow_carpet,4,黄色地毯,H
Y,yellow_concrete,5,黄色混凝土,H
Y,yellow_concrete_powder,7,黄色混凝土粉末,H
Y,yellow_concrete_slab,7,黄色混凝土台阶,H
Y,yellow_concrete_stairs,7,黄色混凝土楼梯,H
Y,yellow_cushion,4,黄色坐垫,H
Y,yellow_dye,4,黄色染料,H
Y,yellow_glazed_terracotta,6,黄色带釉陶瓦,H
Y,yellow_harness,4,黄色挽具,H
Y,yellow_poplar_leaves,6,黄色杨树树叶,H
Y,yellow_shulker_box,5,黄色潜影盒,H
Y,yellow_stained_glass,6,黄色染色玻璃,H
Y,yellow_stained_glass_pane,7,黄色染色玻璃板,H
Y,yellow_terracotta,4,黄色陶瓦,H
Y,yellow_wool,4,黄色羊毛,H
Y,yellow_wool_slab,6,黄色羊毛台阶,H
Y,yellow_wool_stairs,6,黄色羊毛楼梯,H
Z,zombie_head,4,僵尸的头,J
